entity_type,entity_slug,assertion_id,claim_text,evidence_type,current_sources,gap_class,reference_grade,page_url
graph_edge,e133,apoe->ldl-cholesterol-metabolism,apoe pathway ldl-cholesterol-metabolism,pathway,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e134,insulin-signaling->type-2-diabetes,insulin-signaling pathway type-2-diabetes,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e135,insulin-signaling->obesity,insulin-signaling pathway obesity,pathway,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e136,tcf7l2->insulin-signaling,tcf7l2 pathway insulin-signaling,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e137,fto->insulin-signaling,fto pathway insulin-signaling,pathway,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e138,mc4r->insulin-signaling,mc4r pathway insulin-signaling,pathway,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e139,hpa-axis->major-depressive-disorder,hpa-axis pathway major-depressive-disorder,pathway,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e14,htr2a->major-depressive-disorder,htr2a association major-depressive-disorder,GWAS,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e140,hpa-axis->hypertension,hpa-axis pathway hypertension,pathway,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e141,ace->hpa-axis,ace pathway hpa-axis,pathway,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e142,slc6a4->hpa-axis,slc6a4 pathway hpa-axis,pathway,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e143,pi3k-akt-mtor->lung-cancer,pi3k-akt-mtor pathway lung-cancer,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e144,pi3k-akt-mtor->colorectal-cancer,pi3k-akt-mtor pathway colorectal-cancer,pathway,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e145,pi3k-akt-mtor->breast-cancer,pi3k-akt-mtor pathway breast-cancer,pathway,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e146,egfr->pi3k-akt-mtor,egfr pathway pi3k-akt-mtor,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e147,tp53->pi3k-akt-mtor,tp53 pathway pi3k-akt-mtor,pathway,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e148,dna-damage-repair->breast-cancer,dna-damage-repair pathway breast-cancer,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e149,dna-damage-repair->colorectal-cancer,dna-damage-repair pathway colorectal-cancer,pathway,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e15,psychosocial-stress->schizophrenia,psychosocial-stress modifier schizophrenia,literature,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e150,dna-damage-repair->lung-cancer,dna-damage-repair pathway lung-cancer,pathway,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e151,brca1->dna-damage-repair,brca1 pathway dna-damage-repair,pathway,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e152,brca2->dna-damage-repair,brca2 pathway dna-damage-repair,pathway,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e153,tp53->dna-damage-repair,tp53 pathway dna-damage-repair,pathway,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e154,egfr->dna-damage-repair,egfr pathway dna-damage-repair,pathway,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e155,gstp1->asthma,gstp1 GÃ—E asthma,literature,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e156,air-pollution->gstp1,air-pollution GÃ—E gstp1,literature,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e157,bdnf->major-depressive-disorder,bdnf GWAS major-depressive-disorder,literature,ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e158,psychosocial-stress->bdnf,psychosocial-stress GÃ—E bdnf,literature,ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e159,gstp1->oxidative-stress-response,gstp1 pathway oxidative-stress-response,pathway,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e16,tobacco->schizophrenia,tobacco modifier schizophrenia,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e160,sod2->oxidative-stress-response,sod2 pathway oxidative-stress-response,pathway,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e161,air-pollution->oxidative-stress-response,air-pollution pathway oxidative-stress-response,literature,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e162,pparg->type-2-diabetes,pparg GWAS type-2-diabetes,GWAS,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e163,lep->obesity,lep pathway obesity,literature,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e164,physical-activity->obesity,physical-activity modifier obesity,literature,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e165,sleep-deprivation->major-depressive-disorder,sleep-deprivation modifier major-depressive-disorder,literature,ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e17,obesity-exposure->schizophrenia,obesity-exposure modifier schizophrenia,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e18,drd2->schizophrenia,drd2 association schizophrenia,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e19,cacna1c->schizophrenia,cacna1c association schizophrenia,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e2,psychosocial-stress->obesity,psychosocial-stress modifier obesity,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e20,c4a->schizophrenia,c4a association schizophrenia,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e21,grin2a->schizophrenia,grin2a association schizophrenia,GWAS,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e22,tobacco->coronary-artery-disease,tobacco modifier coronary-artery-disease,literature,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e23,diet-quality->coronary-artery-disease,diet-quality modifier coronary-artery-disease,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e24,air-pollution->coronary-artery-disease,air-pollution modifier coronary-artery-disease,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e25,obesity-exposure->coronary-artery-disease,obesity-exposure modifier coronary-artery-disease,literature,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e26,ldlr->coronary-artery-disease,ldlr association coronary-artery-disease,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e27,apob->coronary-artery-disease,apob association coronary-artery-disease,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e28,pcsk9->coronary-artery-disease,pcsk9 association coronary-artery-disease,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e29,lpa->coronary-artery-disease,lpa association coronary-artery-disease,GWAS,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e3,obesity-exposure->obesity,obesity-exposure modifier obesity,literature,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e30,diet-quality->multiple-sclerosis,diet-quality modifier multiple-sclerosis,literature,ref2|ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e31,tobacco->multiple-sclerosis,tobacco modifier multiple-sclerosis,literature,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e32,air-pollution->multiple-sclerosis,air-pollution modifier multiple-sclerosis,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e33,hla-drb1->multiple-sclerosis,hla-drb1 association multiple-sclerosis,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e34,cyp27b1->multiple-sclerosis,cyp27b1 association multiple-sclerosis,GWAS,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e35,il2ra->multiple-sclerosis,il2ra association multiple-sclerosis,GWAS,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e36,obesity-exposure->type-2-diabetes,obesity-exposure modifier type-2-diabetes,literature,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e37,diet-quality->type-2-diabetes,diet-quality modifier type-2-diabetes,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e38,psychosocial-stress->type-2-diabetes,psychosocial-stress modifier type-2-diabetes,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e39,alcohol->type-2-diabetes,alcohol modifier type-2-diabetes,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e4,alcohol->obesity,alcohol modifier obesity,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e40,tcf7l2->type-2-diabetes,tcf7l2 association type-2-diabetes,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e41,slc30a8->type-2-diabetes,slc30a8 association type-2-diabetes,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e42,pparg->type-2-diabetes,pparg association type-2-diabetes,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e43,fto->type-2-diabetes,fto association type-2-diabetes,GWAS,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e44,tobacco->rheumatoid-arthritis,tobacco modifier rheumatoid-arthritis,literature,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e45,obesity-exposure->rheumatoid-arthritis,obesity-exposure modifier rheumatoid-arthritis,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e46,psychosocial-stress->rheumatoid-arthritis,psychosocial-stress modifier rheumatoid-arthritis,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e47,diet-quality->rheumatoid-arthritis,diet-quality modifier rheumatoid-arthritis,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e48,hla-drb1->rheumatoid-arthritis,hla-drb1 association rheumatoid-arthritis,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e49,ptpn22->rheumatoid-arthritis,ptpn22 association rheumatoid-arthritis,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e5,fto->obesity,fto association obesity,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e50,tnf->rheumatoid-arthritis,tnf association rheumatoid-arthritis,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e51,ctla4->rheumatoid-arthritis,ctla4 association rheumatoid-arthritis,GWAS,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e52,air-pollution->asthma,air-pollution modifier asthma,literature,ref5|ref6|ref7,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e53,ozone->asthma,ozone modifier asthma,literature,ref7,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e54,tobacco-smoke-prenatal->asthma,tobacco-smoke-prenatal modifier asthma,literature,ref7,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e55,endotoxin->asthma,endotoxin modifier asthma,literature,ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e56,il33->asthma,il33 association asthma,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e57,tslp->asthma,tslp association asthma,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e58,ormdl3->asthma,ormdl3 association asthma,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e59,il1rl1->asthma,il1rl1 association asthma,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e6,mc4r->obesity,mc4r association obesity,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e60,rad50->asthma,rad50 association asthma,GWAS,ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e61,air-pollution->alzheimers-disease,air-pollution modifier alzheimers-disease,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e62,psychosocial-stress->alzheimers-disease,psychosocial-stress modifier alzheimers-disease,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e63,diet-quality->alzheimers-disease,diet-quality modifier alzheimers-disease,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e64,obesity-exposure->alzheimers-disease,obesity-exposure modifier alzheimers-disease,literature,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e65,apoe->alzheimers-disease,apoe association alzheimers-disease,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e66,app->alzheimers-disease,app association alzheimers-disease,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e67,psen1->alzheimers-disease,psen1 association alzheimers-disease,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e68,psen2->alzheimers-disease,psen2 association alzheimers-disease,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e69,diet-quality->colorectal-cancer,diet-quality modifier colorectal-cancer,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e7,tmem18->obesity,tmem18 association obesity,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e70,obesity-exposure->colorectal-cancer,obesity-exposure modifier colorectal-cancer,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e71,tobacco->colorectal-cancer,tobacco modifier colorectal-cancer,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e72,apc->colorectal-cancer,apc association colorectal-cancer,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e73,mlh1->colorectal-cancer,mlh1 association colorectal-cancer,GWAS,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e74,smad7->colorectal-cancer,smad7 association colorectal-cancer,GWAS,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e75,diet-quality->hypertension,diet-quality modifier hypertension,literature,ref2|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e76,psychosocial-stress->hypertension,psychosocial-stress modifier hypertension,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e77,obesity-exposure->hypertension,obesity-exposure modifier hypertension,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e78,ace->hypertension,ace association hypertension,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e79,agt->hypertension,agt association hypertension,GWAS,ref1|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e8,bdnf->obesity,bdnf association obesity,GWAS,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e80,umod->hypertension,umod association hypertension,GWAS,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e81,alcohol->breast-cancer,alcohol modifier breast-cancer,literature,ref2|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e82,obesity-exposure->breast-cancer,obesity-exposure modifier breast-cancer,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e83,uv-radiation->breast-cancer,uv-radiation modifier breast-cancer,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e84,psychosocial-stress->breast-cancer,psychosocial-stress modifier breast-cancer,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e85,brca1->breast-cancer,brca1 association breast-cancer,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e86,brca2->breast-cancer,brca2 association breast-cancer,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e87,tp53->breast-cancer,tp53 association breast-cancer,GWAS,ref1,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e88,fgfr2->breast-cancer,fgfr2 association breast-cancer,GWAS,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e89,tobacco->lung-cancer,tobacco modifier lung-cancer,literature,ref1|ref2|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e9,psychosocial-stress->major-depressive-disorder,psychosocial-stress modifier major-depressive-disorder,literature,ref1|ref2|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e90,air-pollution->lung-cancer,air-pollution modifier lung-cancer,literature,ref3|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e91,diet-quality->lung-cancer,diet-quality modifier lung-cancer,literature,ref4|ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e92,chrna5->lung-cancer,chrna5 association lung-cancer,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e93,egfr->lung-cancer,egfr association lung-cancer,GWAS,ref2|ref3,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e94,tp53->lung-cancer,tp53 association lung-cancer,GWAS,ref1|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e95,tobacco->copd,tobacco modifier copd,literature,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e96,air-pollution->copd,air-pollution modifier copd,literature,ref3|ref4,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e97,diet-quality->copd,diet-quality modifier copd,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e98,obesity-exposure->copd,obesity-exposure modifier copd,literature,ref5,UNNAMESPACED_ID,unnamespaced,/graph
graph_edge,e99,serpina1->copd,serpina1 association copd,GWAS,ref1|ref2,UNNAMESPACED_ID,unnamespaced,/graph
community,fairfax-county-va,ref1,CDC PLACES: Local Data for Better Health,,ref1,ORPHAN,url_only,/community/fairfax-county-va
community,fairfax-county-va,ref2,EPA Air Quality System,,ref2,ORPHAN,url_only,/community/fairfax-county-va
community,fairfax-county-va,ref3,USDA Food Access Research Atlas,,ref3,ORPHAN,url_only,/community/fairfax-county-va
community,fairfax-county-va,ref4,Virginia Department of Health Environmental Public Health Tracking,,ref4,ORPHAN,url_only,/community/fairfax-county-va
community,loudoun-county-va,ref1,Virginia Department of Health Environmental Public Health Tracking,,ref1,ORPHAN,url_only,/community/loudoun-county-va
community,loudoun-county-va,ref2,EPA Air Quality System,,ref2,ORPHAN,url_only,/community/loudoun-county-va
community,loudoun-county-va,ref3,USDA Food Access Research Atlas,,ref3,ORPHAN,url_only,/community/loudoun-county-va
disease,alzheimers-disease,$.exposure_modifiers[0],PM2.5 and ultrafine particles may enter brain via olfactory or circulatory routes; oxidative stress and neuroinflammation; epidemiologic associations emerging,,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.exposure_modifiers[1],Chronic stress and depression may accelerate cognitive decline; cortisol effects on hippocampus; bidirectional with dementia,,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.exposure_modifiers[2],"Mediterranean-style diet; antioxidants, omega-3s; may reduce inflammation and support brain health",,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.exposure_modifiers[3],Mid-life obesity increases AD risk; vascular and metabolic pathways; late-life weight loss may reflect prodromal disease,,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.genetic_architecture.top_loci[0],Lipoprotein receptor; ε4 allele increases amyloid deposition and risk; ε2 protective; strongest common AD locus,Lipoprotein receptor; ε4 allele increases amyloid deposition and risk; ε2 protective; strongest common AD locus,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.genetic_architecture.top_loci[1],Amyloid precursor protein; familial AD mutations increase amyloid production,Amyloid precursor protein; familial AD mutations increase amyloid production,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.genetic_architecture.top_loci[2],Presenilin 1; gamma-secretase component; familial AD; alters amyloid processing,Presenilin 1; gamma-secretase component; familial AD; alters amyloid processing,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.genetic_architecture.top_loci[3],Presenilin 2; gamma-secretase component; familial AD,Presenilin 2; gamma-secretase component; familial AD,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.tissues[0],cerebral cortex,GWAS and pathology,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.tissues[1],hippocampus,pathway,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.tissues[2],microglia,GWAS and literature,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,alzheimers-disease,$.tissues[3],vascular endothelium (blood-brain barrier),pathway,ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/alzheimers-disease
disease,asthma,ref8,Estimates of asthma heritability in a large twin sample,,ref8,ORPHAN,has_doi,/atlas/diseases/asthma
disease,asthma,$.exposure_modifiers[0],"PM2.5 and traffic-related pollutants increase asthma incidence, exacerbations, and symptom severity; ROS-mediated NF-κB activation amplifies IL-33 and inflammatory cytokine release",,ref5|ref6|ref7,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.exposure_modifiers[1],Ozone exposure exacerbates airway inflammation and BHR; seasonal and geographic variation in ozone levels,,ref7,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.exposure_modifiers[2],Prenatal maternal smoking increases childhood asthma risk; epigenetic modifications and impaired lung development,,ref7,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
