site_id,unit_id,unit_id_confidence,ts_raw,ts_est,shift_hours,pollutant,value,unit,instrument_class,zero_run_length,excluded,exclusion_reason,v1_scope,scope_reason
dulles-area,TO_CONFIRM,confirmed,2026-05-23 19:00:00,2026-05-23 17:00:00,2,NO2,7.73,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 19:00:00,2026-05-23 17:00:00,2,VOCs,198.87,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 19:00:00,2026-05-23 17:00:00,2,PM2.5,2.1,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 20:00:00,2026-05-23 18:00:00,2,NO2,7.02,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 20:00:00,2026-05-23 18:00:00,2,VOCs,179.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 20:00:00,2026-05-23 18:00:00,2,PM2.5,1.81,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 21:00:00,2026-05-23 19:00:00,2,NO2,7.74,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 21:00:00,2026-05-23 19:00:00,2,VOCs,171.43,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 21:00:00,2026-05-23 19:00:00,2,PM2.5,1.99,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 22:00:00,2026-05-23 20:00:00,2,NO2,7.65,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 22:00:00,2026-05-23 20:00:00,2,VOCs,174.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 22:00:00,2026-05-23 20:00:00,2,PM2.5,1.82,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 23:00:00,2026-05-23 21:00:00,2,NO2,6.99,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 23:00:00,2026-05-23 21:00:00,2,VOCs,182.67,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-23 23:00:00,2026-05-23 21:00:00,2,PM2.5,1.72,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 00:00:00,2026-05-23 22:00:00,2,NO2,7.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 00:00:00,2026-05-23 22:00:00,2,VOCs,189.12,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 00:00:00,2026-05-23 22:00:00,2,PM2.5,2.7,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 01:00:00,2026-05-23 23:00:00,2,NO2,6.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 01:00:00,2026-05-23 23:00:00,2,VOCs,190.12,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 01:00:00,2026-05-23 23:00:00,2,PM2.5,2.75,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 02:00:00,2026-05-24 00:00:00,2,NO2,6.16,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 02:00:00,2026-05-24 00:00:00,2,VOCs,187.62,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 02:00:00,2026-05-24 00:00:00,2,PM2.5,1.32,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 03:00:00,2026-05-24 01:00:00,2,NO2,5.98,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 03:00:00,2026-05-24 01:00:00,2,VOCs,187.47,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 03:00:00,2026-05-24 01:00:00,2,PM2.5,0.93,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 04:00:00,2026-05-24 02:00:00,2,NO2,5.51,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 04:00:00,2026-05-24 02:00:00,2,VOCs,185.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 04:00:00,2026-05-24 02:00:00,2,PM2.5,0.47,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 05:00:00,2026-05-24 03:00:00,2,NO2,5.85,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 05:00:00,2026-05-24 03:00:00,2,VOCs,177.19,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 05:00:00,2026-05-24 03:00:00,2,PM2.5,0.68,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 06:00:00,2026-05-24 04:00:00,2,NO2,5.7,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 06:00:00,2026-05-24 04:00:00,2,VOCs,171.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 06:00:00,2026-05-24 04:00:00,2,PM2.5,0.7,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 07:00:00,2026-05-24 05:00:00,2,NO2,6.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 07:00:00,2026-05-24 05:00:00,2,VOCs,170.99,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 07:00:00,2026-05-24 05:00:00,2,PM2.5,0.71,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 08:00:00,2026-05-24 06:00:00,2,NO2,7.41,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 08:00:00,2026-05-24 06:00:00,2,VOCs,180.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 08:00:00,2026-05-24 06:00:00,2,PM2.5,0.78,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 09:00:00,2026-05-24 07:00:00,2,NO2,4.99,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 09:00:00,2026-05-24 07:00:00,2,VOCs,189.22,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 09:00:00,2026-05-24 07:00:00,2,PM2.5,1.21,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 10:00:00,2026-05-24 08:00:00,2,NO2,4.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 10:00:00,2026-05-24 08:00:00,2,VOCs,199.48,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 10:00:00,2026-05-24 08:00:00,2,PM2.5,1.57,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 11:00:00,2026-05-24 09:00:00,2,NO2,3.2,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 11:00:00,2026-05-24 09:00:00,2,VOCs,214.26,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 11:00:00,2026-05-24 09:00:00,2,PM2.5,1.75,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 12:00:00,2026-05-24 10:00:00,2,NO2,2.64,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 12:00:00,2026-05-24 10:00:00,2,VOCs,224.99,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 12:00:00,2026-05-24 10:00:00,2,PM2.5,2.09,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 13:00:00,2026-05-24 11:00:00,2,NO2,2.1,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 13:00:00,2026-05-24 11:00:00,2,VOCs,222.96,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 13:00:00,2026-05-24 11:00:00,2,PM2.5,2.41,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 14:00:00,2026-05-24 12:00:00,2,NO2,2.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 14:00:00,2026-05-24 12:00:00,2,VOCs,218.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 14:00:00,2026-05-24 12:00:00,2,PM2.5,2.68,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 15:00:00,2026-05-24 13:00:00,2,NO2,1.73,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 15:00:00,2026-05-24 13:00:00,2,VOCs,220.66,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 15:00:00,2026-05-24 13:00:00,2,PM2.5,3.19,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 16:00:00,2026-05-24 14:00:00,2,NO2,1.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 16:00:00,2026-05-24 14:00:00,2,VOCs,227.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 16:00:00,2026-05-24 14:00:00,2,PM2.5,4.05,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 17:00:00,2026-05-24 15:00:00,2,NO2,1.5,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 17:00:00,2026-05-24 15:00:00,2,VOCs,223.52,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 17:00:00,2026-05-24 15:00:00,2,PM2.5,5.29,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 18:00:00,2026-05-24 16:00:00,2,NO2,3.22,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 18:00:00,2026-05-24 16:00:00,2,VOCs,228.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 18:00:00,2026-05-24 16:00:00,2,PM2.5,8.86,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 19:00:00,2026-05-24 17:00:00,2,NO2,5.88,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 19:00:00,2026-05-24 17:00:00,2,VOCs,240.8,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 19:00:00,2026-05-24 17:00:00,2,PM2.5,12.7,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 20:00:00,2026-05-24 18:00:00,2,NO2,5.15,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 20:00:00,2026-05-24 18:00:00,2,VOCs,256.88,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 20:00:00,2026-05-24 18:00:00,2,PM2.5,15.65,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 21:00:00,2026-05-24 19:00:00,2,NO2,5.49,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 21:00:00,2026-05-24 19:00:00,2,VOCs,287.54,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 21:00:00,2026-05-24 19:00:00,2,PM2.5,21.57,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 22:00:00,2026-05-24 20:00:00,2,NO2,4.67,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 22:00:00,2026-05-24 20:00:00,2,VOCs,315.85,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 22:00:00,2026-05-24 20:00:00,2,PM2.5,26.34,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 23:00:00,2026-05-24 21:00:00,2,NO2,4.42,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 23:00:00,2026-05-24 21:00:00,2,VOCs,325.77,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-24 23:00:00,2026-05-24 21:00:00,2,PM2.5,23.85,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 00:00:00,2026-05-24 22:00:00,2,NO2,3.14,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 00:00:00,2026-05-24 22:00:00,2,VOCs,327.42,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 00:00:00,2026-05-24 22:00:00,2,PM2.5,21.74,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 01:00:00,2026-05-24 23:00:00,2,NO2,2.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 01:00:00,2026-05-24 23:00:00,2,VOCs,331.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 01:00:00,2026-05-24 23:00:00,2,PM2.5,18.4,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 02:00:00,2026-05-25 00:00:00,2,NO2,1.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 02:00:00,2026-05-25 00:00:00,2,VOCs,335.74,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 02:00:00,2026-05-25 00:00:00,2,PM2.5,19.55,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 03:00:00,2026-05-25 01:00:00,2,NO2,0.31,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 03:00:00,2026-05-25 01:00:00,2,VOCs,336.79,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 03:00:00,2026-05-25 01:00:00,2,PM2.5,22.44,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 04:00:00,2026-05-25 02:00:00,2,NO2,3.78,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 04:00:00,2026-05-25 02:00:00,2,VOCs,362.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 04:00:00,2026-05-25 02:00:00,2,PM2.5,0,µg/m³,low_cost_sensor_kunak_apex,3,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 05:00:00,2026-05-25 03:00:00,2,NO2,1.54,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 05:00:00,2026-05-25 03:00:00,2,VOCs,404.05,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 05:00:00,2026-05-25 03:00:00,2,PM2.5,0,µg/m³,low_cost_sensor_kunak_apex,3,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 06:00:00,2026-05-25 04:00:00,2,NO2,0.8,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 06:00:00,2026-05-25 04:00:00,2,VOCs,411.43,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 06:00:00,2026-05-25 04:00:00,2,PM2.5,0,µg/m³,low_cost_sensor_kunak_apex,3,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 07:00:00,2026-05-25 05:00:00,2,NO2,5.41,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 07:00:00,2026-05-25 05:00:00,2,VOCs,425.31,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 07:00:00,2026-05-25 05:00:00,2,PM2.5,16.86,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 08:00:00,2026-05-25 06:00:00,2,NO2,3.55,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 08:00:00,2026-05-25 06:00:00,2,VOCs,459.51,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 08:00:00,2026-05-25 06:00:00,2,PM2.5,12.86,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 09:00:00,2026-05-25 07:00:00,2,NO2,0.97,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 09:00:00,2026-05-25 07:00:00,2,VOCs,498.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 09:00:00,2026-05-25 07:00:00,2,PM2.5,11.64,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 10:00:00,2026-05-25 08:00:00,2,NO2,4.93,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 10:00:00,2026-05-25 08:00:00,2,VOCs,518.77,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 10:00:00,2026-05-25 08:00:00,2,PM2.5,6.94,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 11:00:00,2026-05-25 09:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 11:00:00,2026-05-25 09:00:00,2,VOCs,542.14,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 11:00:00,2026-05-25 09:00:00,2,PM2.5,4.57,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 12:00:00,2026-05-25 10:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 12:00:00,2026-05-25 10:00:00,2,VOCs,495.94,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 12:00:00,2026-05-25 10:00:00,2,PM2.5,4.24,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 13:00:00,2026-05-25 11:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 13:00:00,2026-05-25 11:00:00,2,VOCs,472.49,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 13:00:00,2026-05-25 11:00:00,2,PM2.5,4.9,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 14:00:00,2026-05-25 12:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 14:00:00,2026-05-25 12:00:00,2,VOCs,457.07,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 14:00:00,2026-05-25 12:00:00,2,PM2.5,4.64,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 15:00:00,2026-05-25 13:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 15:00:00,2026-05-25 13:00:00,2,VOCs,412.44,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 15:00:00,2026-05-25 13:00:00,2,PM2.5,2.61,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 16:00:00,2026-05-25 14:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 16:00:00,2026-05-25 14:00:00,2,VOCs,365.92,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 16:00:00,2026-05-25 14:00:00,2,PM2.5,1.93,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 17:00:00,2026-05-25 15:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 17:00:00,2026-05-25 15:00:00,2,VOCs,301.73,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 17:00:00,2026-05-25 15:00:00,2,PM2.5,1.92,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 18:00:00,2026-05-25 16:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 18:00:00,2026-05-25 16:00:00,2,VOCs,293.98,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 18:00:00,2026-05-25 16:00:00,2,PM2.5,1.93,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 19:00:00,2026-05-25 17:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 19:00:00,2026-05-25 17:00:00,2,VOCs,300.5,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 19:00:00,2026-05-25 17:00:00,2,PM2.5,1.95,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 20:00:00,2026-05-25 18:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 20:00:00,2026-05-25 18:00:00,2,VOCs,307.82,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 20:00:00,2026-05-25 18:00:00,2,PM2.5,2.36,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 21:00:00,2026-05-25 19:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 21:00:00,2026-05-25 19:00:00,2,VOCs,349.41,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 21:00:00,2026-05-25 19:00:00,2,PM2.5,3.23,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 22:00:00,2026-05-25 20:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,12,true,exact_zero_floor,in_scope,
dulles-area,TO_CONFIRM,confirmed,2026-05-25 22:00:00,2026-05-25 20:00:00,2,VOCs,374.22,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
